state,date,total_enrolment,monthly_growth,child_ratio,youth_ratio,adult_ratio,demo_update_pressure,biometric_update_pressure
Delhi,2025-09-20,700,1.3383689682660915,0.7035991437863536,0.25254501842398513,0.04385583778966132,1115.0,0.0
Delhi,2025-09-21,84,0.4332275132275132,0.636084656084656,0.35650793650793655,0.007407407407407407,0.0,0.0
Delhi,2025-09-22,503,1.2762875976122687,0.7191782430684514,0.23161540772519948,0.04920634920634921,0.0,0.0
Delhi,2025-09-23,698,1.4299258761183444,0.7147135720864582,0.25749530981838215,0.027791118095159623,0.0,0.0
Delhi,2025-09-24,649,0.9844788536050482,0.7668457755009348,0.18877667365942527,0.044377550839639915,0.0,0.0
Delhi,2025-09-25,633,1.4605562964532515,0.7400429563279457,0.23174320424687475,0.028213839425179632,0.0,0.0
Delhi,2025-09-26,460,1.1810772523972297,0.7412884015706787,0.22790084539634603,0.030810753032975254,0.0,0.0
Delhi,2025-09-27,247,1.099032417354335,0.7032340661621483,0.2930477342292411,0.003718199608610568,0.0,0.0
Delhi,2025-09-28,33,0.39444444444444443,0.47539682539682543,0.5246031746031745,0.0,0.0,0.0
Delhi,2025-09-29,84,0.3698412698412698,0.7105820105820105,0.22275132275132276,0.06666666666666667,0.0,0.0
Delhi,2025-09-30,29,0.06666666666666667,0.075,0.75,0.175,0.0,0.0
Delhi,2025-10-13,848,1.3004905408391572,0.7712053606247855,0.18396368996952284,0.04483094940569168,303.0,0.0
Delhi,2025-10-15,684,0.9700359744276683,0.7574145589505661,0.22140901717776393,0.021176423871670052,922.0,0.0
Delhi,2025-10-16,304,1.0742961739115584,0.6741738929747979,0.2809105248698009,0.04491558215540116,1706.0,0.0
Delhi,2025-10-17,1345,2.276424859771109,0.7921726560484256,0.2008422704442237,0.006985073507350736,712.0,0.0
Delhi,2025-10-18,565,0.9782305398092129,0.7632703117349324,0.221563021598401,0.015166666666666667,1235.0,0.0
Delhi,2025-10-19,645,1.8788450388199915,0.8235289977311253,0.15409702936192377,0.022373972906950923,790.0,0.0
Delhi,2025-10-20,120,0.49953314659197007,0.7087816323110441,0.2669599463717111,0.024258421317244847,318.0,0.0
Delhi,2025-10-21,67,0.297450356660883,0.6196741854636592,0.31453634085213034,0.06578947368421052,342.0,0.0
Delhi,2025-10-22,2,-0.33333333333333337,1.0,0.0,0.0,49.0,0.0
Delhi,2025-10-23,5,0.0,0.8,0.0,0.2,94.0,0.0
Delhi,2025-10-24,475,1.2228681454339108,0.7949524444249508,0.16761326367647156,0.03743429189857762,492.0,0.0
Delhi,2025-10-25,487,1.8273018989584864,0.7959550858048633,0.19465617538481836,0.00938873881031834,0.0,0.0
Delhi,2025-10-26,368,0.6782943076613963,0.6722974142594396,0.2744827746093569,0.05321981113120353,834.0,0.0
Gujarat,2025-03-20,612,0.24392758004541398,0.632026161829673,0.213913199527347,0.15406063864298006,0.0,0.0
Gujarat,2025-03-27,710,0.07875627843552255,0.39718336605266574,0.3084269649043351,0.2943896690429992,0.0,0.0
Gujarat,2025-04-01,27846,0.5399541781161676,0.625650746807031,0.20262052776374226,0.17172872542922665,21111.0,374310.0
Gujarat,2025-05-01,14294,0.42702299729034465,0.6175067336838327,0.2448788040429912,0.13761446227317614,62837.0,452907.0
Gujarat,2025-06-01,12224,1.1808119352001365,0.5337732702707724,0.38156663273152924,0.08466009699769833,29439.0,437361.0
Gujarat,2025-07-01,60833,0.6545086858516331,0.576101917249334,0.3486083751004003,0.07528970765026559,36025.0,541874.0
Gujarat,2025-09-01,3633,1.0113721614914506,0.7440670594718174,0.21528205593359234,0.0406508845945903,4345.0,18978.0
Gujarat,2025-09-02,3551,1.1501115076502926,0.7584823695303679,0.205086626374858,0.03643100409477414,6030.0,13740.0
Gujarat,2025-09-03,3348,0.9922133104199476,0.7450398354937082,0.2255188228866632,0.02944134161962854,5546.0,15285.0
Gujarat,2025-09-04,2393,0.8528042337915975,0.7143081481589554,0.23578031866660404,0.04991153317444063,6795.0,13652.0
Gujarat,2025-09-05,173,0.3725843735552473,0.7163892741562644,0.2680767452612113,0.015533980582524273,1695.0,804.0
Gujarat,2025-09-06,1652,0.7828476599083444,0.7722090111499085,0.19878081853275986,0.029010170317331663,3689.0,9917.0
Gujarat,2025-09-07,89,0.48024118738404453,0.8349412492269636,0.1632034632034632,0.0018552875695732839,654.0,566.0
Gujarat,2025-09-08,2854,0.9672269132082154,0.7664248760996231,0.2128600498160306,0.02071507408434632,5557.0,16011.0
Gujarat,2025-09-09,3339,0.9931748393589934,0.7593634844464796,0.2230490566526715,0.0175874589008489,6439.0,17324.0
Gujarat,2025-09-10,3923,1.2232441202886937,0.7674590450252307,0.20526703739610652,0.02727391757866284,7457.0,18015.0
Gujarat,2025-09-11,3737,1.318119147941469,0.7623700099531078,0.20772777807768517,0.02990221196920702,5030.0,18376.0
Gujarat,2025-09-12,3573,1.0829420870789797,0.7510334445711708,0.22655964214252655,0.022406913286302607,8292.0,18323.0
Gujarat,2025-09-13,1378,0.666045446224872,0.7640426404920025,0.2306711642218022,0.005286195286195286,1949.0,7828.0
Gujarat,2025-09-14,211,0.3856878306878307,0.8338095238095238,0.1661904761904762,0.0,837.0,1212.0
Gujarat,2025-09-15,2339,0.8142520798193191,0.7517014363863941,0.23195729093898632,0.016341272674619642,6371.0,19187.0
Gujarat,2025-09-16,2775,0.8140639317336743,0.7261995849171556,0.2410402341833364,0.032760180899508023,9010.0,19204.0
Gujarat,2025-09-17,2841,0.9930657843126456,0.7457064991127987,0.2341704294468951,0.020123071440306135,3968.0,17946.0
Gujarat,2025-09-18,2492,0.77084905746346,0.7592221695418935,0.2163507490849742,0.024427081373132268,4885.0,17222.0
Gujarat,2025-09-19,2678,0.8541916588466463,0.7763825607486013,0.2010017386450901,0.02261570060630861,5372.0,13563.0
Gujarat,2025-09-20,2103,0.8788754050960462,0.7661486627456074,0.2284036798429889,0.005447657411403634,1973.0,0.0
Gujarat,2025-09-21,109,0.3108788733788734,0.7308558558558559,0.26914414414414417,0.0,0.0,0.0
Gujarat,2025-09-22,2203,0.7394613844041568,0.7443964021651485,0.24497204029854214,0.010631557536309321,0.0,0.0
Gujarat,2025-09-23,2393,0.895846072986413,0.7861899536237525,0.19811983175612052,0.01569021462012701,0.0,0.0
Gujarat,2025-09-24,2587,0.9900241190527692,0.7711212004112868,0.21828556721599673,0.010593232372716494,0.0,0.0
Gujarat,2025-09-25,2219,0.8353849572386037,0.7894718250496642,0.19750631433232144,0.013021860618014464,0.0,0.0
Gujarat,2025-09-26,1461,0.5952539609902728,0.7532364826864114,0.23453745041624138,0.012226066897347173,0.0,0.0
Gujarat,2025-09-27,218,0.14409937888198757,0.7444099378881988,0.24937888198757763,0.006211180124223602,0.0,0.0
Gujarat,2025-09-28,10,0.0,0.7,0.3,0.0,0.0,0.0
Gujarat,2025-09-29,246,0.18437499999999998,0.7571022727272727,0.24289772727272727,0.0,0.0,0.0
Gujarat,2025-09-30,36,0.09226190476190475,0.17857142857142858,0.7857142857142857,0.03571428571428571,0.0,0.0
Gujarat,2025-10-13,4333,0.9170607671796821,0.7918724534292236,0.16741157404194595,0.04071597252883041,982.0,0.0
Gujarat,2025-10-15,2595,0.8270799603114385,0.7661809271616381,0.1619766231381804,0.07184244970018158,2702.0,0.0
Gujarat,2025-10-16,1265,0.6688794360481107,0.7264162098499448,0.1882531569278557,0.08533063322219948,3563.0,0.0
Gujarat,2025-10-17,2653,0.7817673134184263,0.7616458869910641,0.18202823532032592,0.05632587768861004,2138.0,0.0
Gujarat,2025-10-18,1368,0.6485179139014525,0.7643520067092295,0.16846202250737524,0.06718597078339521,1895.0,0.0
Gujarat,2025-10-19,1458,0.5524286038036037,0.8248539423539424,0.16068375605875607,0.014462301587301586,1157.0,0.0
Gujarat,2025-10-20,122,0.1468013468013468,0.735016835016835,0.2447811447811448,0.020202020202020204,586.0,0.0
Gujarat,2025-10-21,586,0.26889336016096577,0.8347551978537895,0.1652448021462106,0.0,219.0,0.0
Gujarat,2025-10-22,41,0.0,0.8048780487804879,0.1951219512195122,0.0,64.0,0.0
Gujarat,2025-10-23,97,0.07254901960784313,0.8176470588235294,0.14705882352941177,0.03529411764705882,116.0,0.0
Gujarat,2025-10-24,1091,0.47220866801791656,0.8212769033578282,0.17236471513928162,0.006358381502890173,1748.0,0.0
Gujarat,2025-10-25,350,0.27663734115347016,0.7672811059907834,0.20967741935483872,0.02304147465437788,0.0,0.0
Gujarat,2025-10-26,271,0.195,0.7320833333333333,0.26666666666666666,0.00125,255.0,0.0
Haryana,2025-03-09,200,-0.6666666666666667,0.44666666666666666,0.39,0.16333333333333333,0.0,0.0
Haryana,2025-04-01,2328,2.6348228748419404,0.7017611503416739,0.25129683890746957,0.04694201075085664,59262.0,216642.0
Haryana,2025-05-01,3696,0.13034573865361446,0.8139647494695882,0.16913105110929816,0.016904199421113694,38992.0,170812.0
Haryana,2025-06-01,7641,0.948145210462953,0.7751651602830542,0.1585820361646055,0.06625280355234033,37184.0,165272.0
Haryana,2025-07-01,6752,0.8062896784798154,0.7428026863509206,0.2059653857792241,0.0512319278698553,33186.0,267325.0
Haryana,2025-09-01,1079,0.9042779605350839,0.9251664283165847,0.06893590011478792,0.005897671568627451,2201.0,8236.0
Haryana,2025-09-02,885,1.098605605204992,0.9132957011335907,0.07838930862755594,0.008314990238853294,2093.0,7004.0
Haryana,2025-09-03,942,1.1912031511838204,0.9252113806523129,0.06916389239268489,0.005624726955002184,2193.0,7463.0
Haryana,2025-09-04,802,1.200655329250511,0.9335359589830473,0.06639014211065644,7.389890629618681e-05,2092.0,7116.0
Haryana,2025-09-05,1047,0.9536654844676963,0.9252844566997266,0.07068021850602002,0.004035324794253366,2039.0,7850.0
Haryana,2025-09-06,928,1.2970940440080285,0.9112768519570846,0.0844075474297604,0.004315600613154961,1902.0,5016.0
Haryana,2025-09-07,156,0.7451159951159951,0.8300213675213676,0.1675747863247863,0.002403846153846154,593.0,352.0
Haryana,2025-09-08,1489,1.5571867814544582,0.9310941080628856,0.06303768606890847,0.005868205868205869,1771.0,9706.0
Haryana,2025-09-09,1525,1.273643349688856,0.9208255607657777,0.07466296202336445,0.004511477210857899,2191.0,9667.0
Haryana,2025-09-10,1388,1.2407397582461968,0.93262368746297,0.06024374047883257,0.007132572058197481,3519.0,7486.0
Haryana,2025-09-11,1041,0.9160362193599957,0.9458034816730837,0.05207361622070223,0.0021229021062140444,2451.0,8965.0
Haryana,2025-09-12,1222,1.194183283703425,0.9357738617685355,0.05777095572245976,0.006455182509004847,3416.0,8909.0
Haryana,2025-09-13,629,1.019545644287865,0.952004582187717,0.04487320550184589,0.0031222123104371093,1354.0,4737.0
Haryana,2025-09-14,161,0.8399232370543847,0.902296383034088,0.08716497527972938,0.01053864168618267,625.0,463.0
Haryana,2025-09-15,976,0.9471175756512845,0.9506696168155419,0.0491279540346606,0.00020242914979757087,2043.0,8730.0
Haryana,2025-09-16,1089,1.2907301209010247,0.8935423284945483,0.10447496209240179,0.00198270941304997,2355.0,9236.0
Haryana,2025-09-17,1155,1.5155372291972409,0.9332059775945468,0.05996215722915092,0.006831865176302219,2136.0,8920.0
Haryana,2025-09-18,929,0.9583438462036005,0.9175356674014915,0.07448510422454328,0.007979228373965216,1593.0,8842.0
Haryana,2025-09-19,982,1.1527777064550433,0.9027808125733366,0.08421118250055502,0.013008004926108374,2073.0,7412.0
Haryana,2025-09-20,585,0.9108549785868081,0.950463125243827,0.049007774227072476,0.0005291005291005291,657.0,0.0
Haryana,2025-09-21,27,0.17156862745098037,0.7598039215686274,0.24019607843137253,0.0,0.0,0.0
Haryana,2025-09-22,287,0.5794936694130243,0.8885423939859424,0.1060201671088768,0.00543743890518084,0.0,0.0
Haryana,2025-09-23,338,0.6605612116641528,0.8669674279968397,0.13303257200316024,0.0,0.0,0.0
Haryana,2025-09-24,1038,1.1807323399782164,0.938125465619937,0.05914344194308811,0.0027310924369747898,0.0,0.0
Haryana,2025-09-25,815,0.8455525315342998,0.9279246810935224,0.06425920702483164,0.007816111881645863,0.0,0.0
Haryana,2025-09-26,767,1.106227799838702,0.9517379082905398,0.04826209170946013,0.0,0.0,0.0
Haryana,2025-09-27,230,0.36000172393977703,0.922604681454239,0.07237673830594185,0.005018580239819178,0.0,0.0
Haryana,2025-09-28,30,0.45789473684210524,0.8947368421052632,0.10526315789473684,0.0,0.0,0.0
Haryana,2025-09-29,130,0.22207282913165266,0.8872549019607844,0.10686274509803922,0.0058823529411764705,0.0,0.0
Haryana,2025-09-30,29,0.16,0.55,0.35,0.1,0.0,0.0
Haryana,2025-10-13,1238,1.1059591622012563,0.9230035891979168,0.07163926794494022,0.005357142857142857,709.0,0.0
Haryana,2025-10-15,1017,1.013639401944559,0.9499850963910368,0.048316370660430236,0.0016985329485329486,1163.0,0.0
Haryana,2025-10-16,444,0.7756013286857443,0.9059987631416202,0.08750773036487322,0.006493506493506494,1841.0,0.0
Haryana,2025-10-17,2013,1.5795244594085582,0.9387610950371081,0.059128556628287234,0.0021103483346046276,1150.0,0.0
Haryana,2025-10-18,1229,1.121443974051955,0.9520426724437998,0.045731686232814484,0.002225641323385684,883.0,0.0
Haryana,2025-10-19,950,1.0745533204819429,0.9525110744202427,0.04680099243666712,0.0006879331430900938,838.0,0.0
Haryana,2025-10-20,148,0.2963307240704501,0.9094748858447489,0.09052511415525115,0.0,202.0,0.0
Haryana,2025-10-21,48,0.327020202020202,0.8686868686868687,0.09090909090909091,0.0404040404040404,271.0,0.0
Haryana,2025-10-23,1,0.0,1.0,0.0,0.0,94.0,0.0
Haryana,2025-10-24,654,1.3407728304441564,0.9555888955101239,0.04310220396631586,0.0013089005235602095,1152.0,0.0
Haryana,2025-10-25,1060,1.333627182946601,0.9598482547976539,0.03980986486046574,0.0003418803418803419,0.0,0.0
Haryana,2025-10-26,456,0.7586422512377926,0.9290462810367269,0.07010446206306079,0.0008492569002123143,0.0,0.0
Himachal Pradesh,2025-07-01,114,0.0,0.5,0.21052631578947367,0.2894736842105263,827.0,48414.0
Himachal Pradesh,2025-09-01,110,0.1305668016194332,0.9636752136752137,0.03632478632478632,0.0,801.0,1225.0
Himachal Pradesh,2025-09-02,90,0.08603603603603605,0.9297297297297297,0.05675675675675676,0.013513513513513514,543.0,1046.0
Himachal Pradesh,2025-09-03,121,0.22906976744186044,0.9883720930232558,0.011627906976744186,0.0,483.0,902.0
Himachal Pradesh,2025-09-04,124,0.15425531914893617,0.9095744680851063,0.09042553191489362,0.0,699.0,1278.0
Himachal Pradesh,2025-09-05,225,0.2243498817966903,0.9713947990543735,0.028605200945626477,0.0,746.0,1445.0
Himachal Pradesh,2025-09-06,217,0.2895833333333333,0.9629901960784314,0.03700980392156863,0.0,899.0,1172.0
Himachal Pradesh,2025-09-07,20,0.02631578947368421,1.0,0.0,0.0,107.0,61.0
Himachal Pradesh,2025-09-08,322,0.27836661546338964,0.9733870967741937,0.0239247311827957,0.002688172043010753,787.0,1558.0
Himachal Pradesh,2025-09-09,351,0.3138705738705739,0.9594871794871794,0.027692307692307693,0.01282051282051282,1136.0,1670.0
Himachal Pradesh,2025-09-10,327,0.28221940214326,0.9683587140439933,0.03062605752961083,0.0010152284263959391,1477.0,1435.0
Himachal Pradesh,2025-09-11,229,0.34868961973278517,0.9713429256594726,0.02865707434052758,0.0,987.0,1900.0
Himachal Pradesh,2025-09-12,255,0.2879884004884005,0.9586004273504273,0.03498931623931624,0.00641025641025641,1340.0,2116.0
Himachal Pradesh,2025-09-13,112,0.12537878787878787,0.9589015151515152,0.04109848484848485,0.0,447.0,832.0
Himachal Pradesh,2025-09-14,14,0.041666666666666664,1.0,0.0,0.0,86.0,33.0
Himachal Pradesh,2025-09-15,198,0.2147754137115839,0.9530732860520094,0.04692671394799054,0.0,1019.0,2123.0
Himachal Pradesh,2025-09-16,168,0.2168918918918919,0.9681681681681682,0.022822822822822823,0.009009009009009009,659.0,1524.0
Himachal Pradesh,2025-09-17,262,0.2679730983302412,0.9345547309833024,0.06219851576994435,0.003246753246753247,1123.0,2260.0
Himachal Pradesh,2025-09-18,178,0.26793854293854297,0.9502136752136752,0.04123931623931624,0.008547008547008548,685.0,2224.0
Himachal Pradesh,2025-09-19,194,0.30020161290322583,0.9564516129032258,0.03387096774193549,0.00967741935483871,891.0,2034.0
Himachal Pradesh,2025-09-20,158,0.18112535612535613,0.9246438746438747,0.07250712250712252,0.0028490028490028487,235.0,0.0
Himachal Pradesh,2025-09-21,10,0.41666666666666663,0.35,0.65,0.0,0.0,0.0
Himachal Pradesh,2025-09-22,186,0.2957977207977208,0.9419515669515669,0.05377492877492878,0.004273504273504274,0.0,0.0
Himachal Pradesh,2025-09-23,206,0.26118024132730017,0.9566365007541477,0.038461538461538464,0.004901960784313725,0.0,0.0
Himachal Pradesh,2025-09-24,228,0.2993886743886744,0.9130469755469756,0.0801962676962677,0.006756756756756757,0.0,0.0
Himachal Pradesh,2025-09-25,199,0.3214660667416573,0.8787964004499438,0.109392575928009,0.011811023622047244,0.0,0.0
Himachal Pradesh,2025-09-26,167,0.21681034482758618,0.9109195402298851,0.07183908045977012,0.017241379310344827,0.0,0.0
Himachal Pradesh,2025-09-27,54,0.0625,0.90625,0.09375,0.0,0.0,0.0
Himachal Pradesh,2025-09-28,3,0.0,1.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2025-09-29,25,0.043478260869565216,0.8695652173913043,0.13043478260869565,0.0,0.0,0.0
Himachal Pradesh,2025-10-13,194,0.17661870503597124,0.9464028776978418,0.03920863309352518,0.014388489208633094,105.0,0.0
Himachal Pradesh,2025-10-15,237,0.2260236578707916,0.94723991507431,0.03471337579617834,0.018046709129511677,261.0,0.0
Himachal Pradesh,2025-10-16,119,0.15977011494252874,0.9195402298850575,0.04597701149425287,0.034482758620689655,246.0,0.0
Himachal Pradesh,2025-10-17,426,0.3978560144436921,0.9518957345971564,0.044154818325434435,0.0039494470774091624,228.0,0.0
Himachal Pradesh,2025-10-18,354,0.3012020342117429,0.97624826629681,0.022538141470180302,0.0012135922330097086,168.0,0.0
Himachal Pradesh,2025-10-19,274,0.3014542343883661,0.949244368406045,0.044767607641859136,0.005988023952095809,88.0,0.0
Himachal Pradesh,2025-10-20,42,0.16145833333333331,0.828125,0.140625,0.03125,45.0,0.0
Himachal Pradesh,2025-10-21,7,0.0,1.0,0.0,0.0,41.0,0.0
Himachal Pradesh,2025-10-22,1,0.0,1.0,0.0,0.0,6.0,0.0
Himachal Pradesh,2025-10-23,5,0.5,0.0,0.0,1.0,17.0,0.0
Himachal Pradesh,2025-10-24,271,0.229125138427464,0.9786821705426357,0.005813953488372093,0.015503875968992248,292.0,0.0
Himachal Pradesh,2025-10-25,363,0.3310789049919485,0.9867149758454107,0.013285024154589372,0.0,0.0,0.0
Himachal Pradesh,2025-10-26,103,0.14753086419753086,0.9176954732510287,0.06584362139917695,0.016460905349794237,0.0,0.0
Jammu & Kashmir,2025-09-01,1,0.0,1.0,0.0,0.0,2.0,2.0
Jammu & Kashmir,2025-09-02,3,2.0,1.0,0.0,0.0,1.0,3.0
Jammu & Kashmir,2025-09-04,3,-0.22222222222222224,0.6666666666666666,0.3333333333333333,0.0,4.0,7.0
Jammu & Kashmir,2025-09-06,4,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,3.0,6.0
Jammu & Kashmir,2025-09-09,3,0.0,1.0,0.0,0.0,0.0,11.0
Jammu & Kashmir,2025-09-10,2,0.0,0.5,0.5,0.0,4.0,2.0
Jammu & Kashmir,2025-09-11,1,0.0,1.0,0.0,0.0,4.0,6.0
Jammu & Kashmir,2025-09-12,2,0.0,1.0,0.0,0.0,1.0,5.0
Jammu & Kashmir,2025-09-13,4,0.16666666666666666,1.0,0.0,0.0,1.0,5.0
Jammu & Kashmir,2025-09-16,3,0.5,1.0,0.0,0.0,3.0,4.0
Jammu & Kashmir,2025-09-17,3,-0.16666666666666666,1.0,0.0,0.0,4.0,5.0
Jammu & Kashmir,2025-09-19,3,0.25,0.25,0.75,0.0,1.0,3.0
Jammu & Kashmir,2025-09-20,1,0.0,1.0,0.0,0.0,1.0,0.0
Jammu & Kashmir,2025-09-21,1,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-09-22,2,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-09-23,3,0.25,0.75,0.25,0.0,0.0,0.0
Jammu & Kashmir,2025-09-25,1,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-09-26,2,0.0,0.0,1.0,0.0,0.0,0.0
Jammu & Kashmir,2025-09-27,1,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-09-28,2,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-13,3,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-15,3,0.0,1.0,0.0,0.0,1.0,0.0
Jammu & Kashmir,2025-10-16,3,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-17,4,0.0,1.0,0.0,0.0,2.0,0.0
Jammu & Kashmir,2025-10-18,2,1.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-19,5,-0.1,1.0,0.0,0.0,2.0,0.0
Jammu & Kashmir,2025-10-20,1,0.0,0.0,1.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-24,2,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-25,2,0.0,1.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2025-10-26,1,0.0,1.0,0.0,0.0,0.0,0.0
Jammu And Kashmir,2025-07-01,950,0.3058252427184467,0.6163514635290721,0.34357743530515755,0.04007110116577038,0.0,0.0
Jammu and Kashmir,2025-04-01,211,0.0,0.6729857819905213,0.2796208530805687,0.04739336492890995,18100.0,89932.0
Jammu and Kashmir,2025-05-01,268,-0.34029449780774007,0.7031425364758699,0.2030435069650756,0.0938139565590546,8907.0,77298.0
Jammu and Kashmir,2025-09-01,786,0.9738095550173823,0.828670745262706,0.17075363987596492,0.000575614861329147,1345.0,3449.0
Jammu and Kashmir,2025-09-02,579,1.1094923800168024,0.8252122744729712,0.17238964399225665,0.002398081534772182,1120.0,2801.0
Jammu and Kashmir,2025-09-03,281,0.7732149147970327,0.7741238135499391,0.2258761864500609,0.0,399.0,1387.0
Jammu and Kashmir,2025-09-04,444,0.7038279894333995,0.8237489849018402,0.17260138006166345,0.0036496350364963502,815.0,2670.0
Jammu and Kashmir,2025-09-05,375,0.8076620442399132,0.8236158991281942,0.17638410087180578,0.0,460.0,1660.0
Jammu and Kashmir,2025-09-06,442,0.5487065233616958,0.8198522167487685,0.17945812807881775,0.0006896551724137932,924.0,1711.0
Jammu and Kashmir,2025-09-07,33,0.08974358974358973,0.8141025641025641,0.16666666666666666,0.019230769230769232,127.0,169.0
Jammu and Kashmir,2025-09-08,671,0.8141153837147752,0.8035994337718475,0.19352700300976164,0.0028735632183908046,1461.0,2704.0
Jammu and Kashmir,2025-09-09,713,0.9062047048167827,0.8049694939009244,0.18911334633576193,0.005917159763313609,1549.0,3551.0
Jammu and Kashmir,2025-09-10,681,0.792861994558589,0.8594755791655393,0.13433394464398446,0.0061904761904761916,1625.0,2585.0
Jammu and Kashmir,2025-09-11,499,0.7372868900646679,0.8286816578483245,0.16802616108171664,0.0032921810699588477,891.0,2825.0
Jammu and Kashmir,2025-09-12,213,0.5162442396313364,0.828853046594982,0.16756272401433692,0.0035842293906810036,555.0,815.0
Jammu and Kashmir,2025-09-13,611,0.6559867877786952,0.8646604359032105,0.13495420764206892,0.0003853564547206166,702.0,3003.0
Jammu and Kashmir,2025-09-14,62,0.25433125433125436,0.8970893970893972,0.1029106029106029,0.0,100.0,308.0
Jammu and Kashmir,2025-09-15,473,0.6679242054242055,0.804158572908573,0.1958414270914271,0.0,1258.0,3089.0
Jammu and Kashmir,2025-09-16,521,0.6288390785079527,0.889981927564709,0.11001807243529098,0.0,947.0,3184.0
Jammu and Kashmir,2025-09-17,544,0.6414058164058164,0.8441381317095603,0.15300472543329685,0.002857142857142857,1555.0,3383.0
Jammu and Kashmir,2025-09-18,479,0.6484884786771579,0.793732472977756,0.20469519997821886,0.0015723270440251573,881.0,3172.0
Jammu and Kashmir,2025-09-19,558,0.706366144018583,0.768934114665822,0.2271460247070003,0.0039198606271777,802.0,2682.0
Jammu and Kashmir,2025-09-20,513,0.544534632034632,0.8272740633851745,0.1696395168617391,0.0030864197530864196,512.0,0.0
Jammu and Kashmir,2025-09-21,33,0.0462962962962963,0.875,0.125,0.0,0.0,0.0
Jammu and Kashmir,2025-09-22,480,0.5426953724123535,0.7696486427618503,0.22825492117944948,0.0020964360587002093,0.0,0.0
Jammu and Kashmir,2025-09-23,153,0.3119940476190476,0.8380654761904761,0.1619345238095238,0.0,0.0,0.0
Jammu and Kashmir,2025-09-24,609,0.8227623089922556,0.8533202289886782,0.14667977101132182,0.0,0.0,0.0
Jammu and Kashmir,2025-09-25,458,0.627662988720681,0.8141792324484631,0.18475239148316072,0.0010683760683760683,0.0,0.0
Jammu and Kashmir,2025-09-26,371,0.48767368994641724,0.8140294049384958,0.18247409156500066,0.0034965034965034965,0.0,0.0
Jammu and Kashmir,2025-09-27,154,0.3062579821200511,0.8314176245210727,0.15900383141762453,0.009578544061302681,0.0,0.0
Jammu and Kashmir,2025-09-28,21,0.19791666666666666,0.65625,0.34375,0.0,0.0,0.0
Jammu and Kashmir,2025-09-29,60,0.13407407407407407,0.8770370370370371,0.12296296296296295,0.0,0.0,0.0
Jammu and Kashmir,2025-09-30,6,0.1,0.4,0.6,0.0,0.0,0.0
Jammu and Kashmir,2025-10-13,870,0.7977178820154502,0.817002837994458,0.17917965735004843,0.003817504655493482,284.0,0.0
Jammu and Kashmir,2025-10-15,607,0.9683853692579709,0.8259740004477656,0.16812322177445654,0.005902777777777778,595.0,0.0
Jammu and Kashmir,2025-10-16,369,0.7703584283610168,0.7781249727647485,0.21367830592377615,0.00819672131147541,939.0,0.0
Jammu and Kashmir,2025-10-17,1300,1.2636381042194074,0.8110241817949703,0.18787508560429714,0.0011007326007326007,513.0,0.0
Jammu and Kashmir,2025-10-18,673,1.1339502667721615,0.8469418848959783,0.14356299175347664,0.009495123350545037,453.0,0.0
Jammu and Kashmir,2025-10-19,838,0.795546104142012,0.828484062898385,0.1701645857502635,0.0013513513513513514,241.0,0.0
Jammu and Kashmir,2025-10-20,342,0.5032417512459529,0.84896842575414,0.15103157424585995,0.0,127.0,0.0
Jammu and Kashmir,2025-10-21,81,0.506662368364496,0.7412422093273158,0.2587577906726843,0.0,94.0,0.0
Jammu and Kashmir,2025-10-22,4,0.0,1.0,0.0,0.0,12.0,0.0
Jammu and Kashmir,2025-10-23,4,0.0,0.75,0.0,0.25,40.0,0.0
Jammu and Kashmir,2025-10-24,474,0.7211845961845962,0.7920866670866671,0.19890432390432392,0.009009009009009009,664.0,0.0
Jammu and Kashmir,2025-10-25,842,0.8888319055847519,0.7947115803235347,0.194895221178428,0.010393198498037208,0.0,0.0
Jammu and Kashmir,2025-10-26,256,0.6109643669276696,0.7057647500308051,0.2621251582260756,0.03211009174311927,0.0,0.0
Jharkhand,2025-03-27,55,0.0,0.21818181818181817,0.45454545454545453,0.32727272727272727,0.0,0.0
Jharkhand,2025-04-01,3706,1.0700210399793224,0.5274182354458113,0.3892583689120457,0.08332339564214293,0.0,378962.0
Jharkhand,2025-06-01,3324,0.28420072373657107,0.462611958978582,0.49211504181794996,0.04527299920346804,0.0,198929.0
Jharkhand,2025-07-01,11233,0.7765999642240153,0.510881407400248,0.44130673786537183,0.04781185473438014,0.0,256798.0
